Program:    MAESPA                                                                          
Water balance parameters:Example water balance parameters. WD1                  
                                                                                
Half-hourly water and heat balance components.
wsoil: total soil water storage                       mm
wsoilroot: soil water storage in rooted zone          mm
ppt : precipitation                                   mm
canopystore : storage of intercepted rain             mm
evapstore : evaporation of wet canopy                 mm
drainstore : drainage of wet canopy                   mm
tfall : throughfall of rain                           mm
et : modelled canopy transpiration                    mm
etmeas: measured ET, if provided in input             mm
discharge: drainage at bottom of profile              mm
overflow: over-land flow                              mm
weightedswp: soil water potential weighted by roots  MPa
ktot: soil to leaf hydr. cond.        mmol m-2 s-1 MPa-1
drythick: thickness of dry surface layer              mm
soilevap: soil evaporation                            mm
soilmoist: measured soil water content      (units vary)
fsoil: soil water modifier function                (0-1)
qh: soil sensible heat flux                        W m-2
qe: soil latent heat flux                          W m-2
qn: soil net radiation                             W m-2
qc: soil heat transport                            W m-2
rglobund: net radiation underneath canopy          W m-2
rglobabv: net radiation above canopy               W m-2
radinterc: total radiation intercepted by canopy   W m-2
rnet: net radiation above the canopy               W m-2
totlai: leaf area index                           m2 m-2
tair: air temperature                              deg C
soilt1, soilt2: soil T in 1st and 2nd layer        deg C
fracw1,fracw2: water content 1st and 2nd layer    m3 m-3
FracaPAR: fraction of absorbed PAR
                                                                                
Columns: day hour wsoil wsoilroot ppt canopystore         evapstore drainstore tfall et etmeas discharge overflow  weightedswp ktot drythick soilevap                 soilmoist fsoil qh qe qn qc rglobund                     rglobabv radinterc rnet totlai tair soilt1 soilt2        fracw1 fracw2 fracaPAR
      0      0       91.9700      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000
      1      1       91.9700        48.4425         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       348.3852       336.3755       103.7194       336.3755         7.3762         7.3168         8.4827         8.4827         0.0472         0.0490         0.0000
      1      2       93.3503        49.8228         2.1312         0.6859         0.0650         0.1016         1.3803         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       347.3324       335.3319       103.6259       335.3319         7.3762         7.1056         8.2984         8.2984         0.0610         0.0490         0.0000
      1      3       93.4130        49.8855         0.0000         0.1031         0.5202         0.0627         0.0627         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       346.2740       334.2916       103.8525       334.2916         7.3762         6.8929         8.1480         8.1480         0.0616         0.0490         0.0000
      1      4       93.4130        49.8855         0.0000         0.0159         0.0872         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       345.4916       333.5106       103.7488       333.5106         7.3762         6.7355         8.0077         8.0077         0.0616         0.0490         0.0000
      1      5       93.4130        49.8855         0.0000         0.0026         0.0133         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       344.7403       332.7639       103.6547       332.7639         7.3762         6.5790         7.8687         7.8687         0.0616         0.0490         0.0000
      1      6       93.4130        49.8855         0.0000         0.0004         0.0021         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       357.7202       345.7291       103.2014       345.7291         7.3762         6.4899         7.7463         7.7463         0.0616         0.0490         0.0000
      1      7       96.5046        52.9771         4.2625         1.0585         0.1128         0.5341         3.0916         0.0020         0.0000         0.0000         0.0000         0.0000         0.0015         0.0100        -0.0000         0.3040         0.0173         0.0000         0.0000         0.0000         0.0000       338.9039       402.3554       160.1314       385.3637         7.3762         6.6359         7.6979         7.6979         0.0925         0.0490         1.2118
      1      8       96.7291        53.2016         0.0000         0.1303         0.7037         0.2245         0.2245         0.1718         0.0000         0.0000         0.0000         0.0000         0.1491         0.0100        -0.0000         0.3040         0.7342         0.0000         0.0000         0.0000         0.0000       327.9296       508.3166       247.9862       464.4315         7.3762         7.0751         7.8396         7.8396         0.0947         0.0490         1.2354
      1      9       98.1178        54.5903         2.1312         0.6200         0.2529         0.1099         1.3887         0.2300         0.0000         0.0000         0.0000         0.0000         0.1920         0.0100        -0.0000         0.3040         0.6162         0.0000         0.0000         0.0000         0.0000       314.0552       636.8689       356.7344       561.0682         7.3762         7.7190         8.2171         8.2171         0.1086         0.0490         1.2493
