Program:    MAESPA                                                                          
Water balance parameters:Example water balance parameters.                      
                                                                                
Half-hourly water and heat balance components.
wsoil: total soil water storage                       mm
wsoilroot: soil water storage in rooted zone          mm
ppt : precipitation                                   mm
canopystore : storage of intercepted rain             mm
evapstore : evaporation of wet canopy                 mm
drainstore : drainage of wet canopy                   mm
tfall : throughfall of rain                           mm
et : modelled canopy transpiration                    mm
etmeas: measured ET, if provided in input             mm
discharge: drainage at bottom of profile              mm
overflow: over-land flow                              mm
weightedswp: soil water potential weighted by roots  MPa
ktot: soil to leaf hydr. cond.        mmol m-2 s-1 MPa-1
drythick: thickness of dry surface layer              mm
soilevap: soil evaporation                            mm
soilmoist: measured soil water content      (units vary)
fsoil: soil water modifier function                (0-1)
qh: soil sensible heat flux                        W m-2
qe: soil latent heat flux                          W m-2
qn: soil net radiation                             W m-2
qc: soil heat transport                            W m-2
rglobund: net radiation underneath canopy          W m-2
rglobabv: net radiation above canopy               W m-2
radinterc: total radiation intercepted by canopy   W m-2
rnet: net radiation above the canopy               W m-2
totlai: leaf area index                           m2 m-2
tair: air temperature                              deg C
soilt1, soilt2: soil T in 1st and 2nd layer        deg C
fracw1,fracw2: water content 1st and 2nd layer    m3 m-3
FracaPAR: fraction of absorbed PAR
                                                                                
Columns: day hour wsoil wsoilroot ppt canopystore         evapstore drainstore tfall et etmeas discharge overflow  weightedswp ktot drythick soilevap                 soilmoist fsoil qh qe qn qc rglobund                     rglobabv radinterc rnet totlai tair soilt1 soilt2        fracw1 fracw2 fracaPAR
      0      0      388.4601      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000
      1      1      390.6778       196.4478         3.2107         0.9317         0.0582         0.2944         2.2208         0.0000         0.0000         0.0030         0.0000         0.0000         0.0000         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       345.0991       336.3755        82.2076       336.3755         7.3752         7.3168         8.4827         8.4827         0.2164         0.1942         0.0000
      1      2      390.8398       196.6098         0.0000         0.1408         0.6259         0.1650         0.1650         0.0000         0.0000         0.0030         0.0000         0.0000         0.0000         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       344.0487       335.3319        82.0980       335.3319         7.3752         7.1056         8.2984         8.2984         0.2180         0.1943         0.0000
      1      3      390.8368       196.6068         0.0000         0.0217         0.1191         0.0000         0.0000         0.0000         0.0000         0.0030         0.0000         0.0000         0.0000         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       342.9951       334.2916        82.2772       334.2916         7.3752         6.8929         8.1480         8.1480         0.2178         0.1944         0.0000
      1      4      390.8338       196.6037         0.0000         0.0035         0.0182         0.0000         0.0000         0.0000         0.0000         0.0030         0.0000         0.0000         0.0000         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       342.2130       333.5106        82.1565       333.5106         7.3752         6.7355         8.0077         8.0077         0.2177         0.1945         0.0000
      1      5      390.8307       196.6007         0.0000         0.0006         0.0029         0.0000         0.0000         0.0000         0.0000         0.0030         0.0000         0.0000         0.0000         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       341.4633       332.7639        82.0500       332.7639         7.3752         6.5790         7.8687         7.8687         0.2176         0.1946         0.0000
      1      6      390.8277       196.5977         0.0000         0.0001         0.0005         0.0000         0.0000         0.0000         0.0000         0.0030         0.0000         0.0000         0.0000         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       354.4390       345.7291        81.6168       345.7291         7.3752         6.4899         7.7463         7.7463         0.2175         0.1946         0.0000
      1      7      390.8247       196.5946         0.0000         0.0000         0.0001         0.0000         0.0000         0.3049         0.0000         0.0030         0.0000         0.0000         1.9987         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       146.2463       402.3554       327.5633       386.3786         7.3752         6.6359         7.6979         7.6979         0.2174         0.1947         5.7067
      1      8      390.8217       196.5916         0.0000         0.0000         0.0000         0.0000         0.0000         0.5424         0.0000         0.0030         0.0000         0.0000         1.9987         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000      -160.0079       508.3166       702.6016       467.0734         7.3752         7.0751         7.8396         7.8396         0.2173         0.1948         5.7107
      1      9      390.8186       196.5886         0.0000         0.0000         0.0000         0.0000         0.0000         0.7627         0.0000         0.0030         0.0000         0.0000         1.9987         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000      -476.6376       636.8689      1100.2125       565.6716         7.3752         7.7190         8.2171         8.2171         0.2172         0.1949         5.4019
