   1       0.9688   0.4230   0.2041
   2       0.9661   0.3999   0.1816
   3       0.9647   0.3904   0.1750
   4       0.9427   0.4241   0.2094
   5       0.9422   0.4200   0.2029
   6       0.9428   0.4196   0.2005
   7       0.9303   0.4492   0.2261
   8       0.9301   0.4371   0.2150
   9       0.9303   0.4451   0.2202
  10       0.9292   0.4930   0.2599
  11       0.9294   0.4671   0.2428
  12       0.9262   0.4693   0.2386
  13       0.9106   0.4742   0.2495
  14       0.8914   0.4862   0.2490
  15       0.8862   0.4714   0.2369
  16       0.8656   0.4705   0.2486
  17       0.8648   0.4984   0.2659
  18       0.8649   0.5067   0.2663
  19       0.9695   0.4346   0.2171
  20       0.9715   0.4277   0.2127
  21       0.9748   0.4208   0.2057
  22       0.9427   0.4364   0.2168
  23       0.9431   0.4082   0.1996
  24       0.9434   0.4024   0.1975
  25       0.9307   0.4532   0.2277
  26       0.9312   0.4497   0.2296
  27       0.9319   0.4588   0.2388
  28       0.9294   0.4518   0.2227
  29       0.9297   0.4451   0.2172
  30       0.9302   0.4387   0.2185
  31       0.9195   0.4661   0.2432
  32       0.9292   0.4696   0.2455
  33       0.9294   0.4723   0.2484
  34       0.8625   0.4690   0.2462
  35       0.8711   0.4827   0.2550
  36       0.8692   0.4840   0.2568
  37       0.9695   0.4444   0.2233
  38       0.9704   0.4274   0.2109
  39       0.9713   0.4209   0.2038
  40       0.9438   0.4388   0.2168
  41       0.9447   0.4023   0.1907
  42       0.9459   0.4079   0.1947
  43       0.9316   0.4304   0.2071
  44       0.9348   0.4072   0.1940
  45       0.9392   0.3974   0.1882
  46       0.9293   0.4372   0.2156
  47       0.9296   0.4257   0.2099
  48       0.9299   0.4285   0.2120
  49       0.9118   0.4525   0.2286
  50       0.9104   0.4509   0.2332
  51       0.9090   0.4435   0.2309
  52       0.8640   0.4784   0.2577
  53       0.8582   0.4804   0.2620
  54       0.8600   0.4824   0.2643
  55       0.9689   0.4376   0.2168
  56       0.9687   0.4360   0.2142
  57       0.9687   0.4255   0.2075
  58       0.9441   0.4358   0.2114
  59       0.9456   0.4312   0.2038
  60       0.9473   0.4175   0.1951
  61       0.9306   0.4443   0.2162
  62       0.9309   0.4267   0.2085
  63       0.9312   0.4093   0.2009
  64       0.9292   0.4756   0.2493
  65       0.9294   0.4601   0.2350
  66       0.9235   0.4639   0.2346
  67       0.9161   0.4656   0.2454
  68       0.9177   0.4672   0.2486
  69       0.9234   0.4939   0.2697
  70       0.8655   0.4747   0.2556
  71       0.8655   0.4714   0.2536
  72       0.8654   0.4772   0.2519
