   1       0.8884   0.4907   0.3161
   2       0.9070   0.4989   0.3207
   3       0.9274   0.5150   0.3360
   4       0.7810   0.5519   0.3730
   5       0.8124   0.5741   0.3881
   6       0.8528   0.5990   0.3999
   7       0.7187   0.6226   0.4311
   8       0.7448   0.6444   0.4519
   9       0.7814   0.6655   0.4631
  10       0.6456   0.6974   0.5131
  11       0.6708   0.7391   0.5549
  12       0.7048   0.7744   0.5872
  13       0.5812   0.8035   0.6589
  14       0.5967   0.8351   0.6972
  15       0.6246   0.8601   0.7111
  16       0.5183   0.9127   0.8230
  17       0.5232   0.9292   0.8318
  18       0.5386   0.9484   0.8469
  19       0.8861   0.5068   0.3286
  20       0.9079   0.5227   0.3389
  21       0.9269   0.5303   0.3458
  22       0.7800   0.5707   0.3840
  23       0.8020   0.5809   0.3757
  24       0.8354   0.5951   0.3758
  25       0.7155   0.6410   0.4558
  26       0.7461   0.6449   0.4515
  27       0.7852   0.6523   0.4655
  28       0.6394   0.7138   0.5331
  29       0.6569   0.7466   0.5609
  30       0.6783   0.7809   0.5837
  31       0.5804   0.8032   0.6709
  32       0.5765   0.8282   0.6769
  33       0.5867   0.8586   0.6971
  34       0.5293   0.9121   0.8206
  35       0.5295   0.9307   0.8374
  36       0.5358   0.9494   0.8509
  37       0.8834   0.5210   0.3427
  38       0.9010   0.5360   0.3454
  39       0.9172   0.5397   0.3459
  40       0.7826   0.5850   0.3985
  41       0.8035   0.5929   0.3984
  42       0.8386   0.6028   0.4022
  43       0.7090   0.6373   0.4463
  44       0.7033   0.6781   0.4680
  45       0.7183   0.7077   0.4777
  46       0.6404   0.7068   0.5335
  47       0.6523   0.7306   0.5433
  48       0.6835   0.7524   0.5508
  49       0.5790   0.8046   0.6711
  50       0.5789   0.8376   0.6984
  51       0.5940   0.8733   0.7198
  52       0.5359   0.9120   0.8202
  53       0.5390   0.9312   0.8395
  54       0.5458   0.9484   0.8571
  55       0.8856   0.5112   0.3387
  56       0.9068   0.5290   0.3602
  57       0.9256   0.5395   0.3724
  58       0.7888   0.5543   0.3748
  59       0.8229   0.5733   0.3899
  60       0.8644   0.5981   0.4099
  61       0.7175   0.6244   0.4391
  62       0.7517   0.6347   0.4476
  63       0.7961   0.6431   0.4625
  64       0.6428   0.6954   0.5139
  65       0.6891   0.7221   0.5437
  66       0.7203   0.7549   0.5634
  67       0.5841   0.8047   0.6744
  68       0.5979   0.8201   0.6762
  69       0.6251   0.8358   0.6829
  70       0.5255   0.9100   0.8128
  71       0.5343   0.9300   0.8349
  72       0.5484   0.9489   0.8488
