   1       0.8407   0.4192   0.4138
   2       0.8847   0.4550   0.4523
   3       0.9331   0.4882   0.4906
   4       0.6667   0.4218   0.3731
   5       0.7378   0.4877   0.4521
   6       0.8216   0.5624   0.5280
   7       0.5620   0.4586   0.3769
   8       0.6396   0.5373   0.4646
   9       0.7337   0.6271   0.5484
  10       0.4946   0.5277   0.4204
  11       0.5688   0.6050   0.4875
  12       0.6598   0.6848   0.5420
  13       0.4554   0.6356   0.5199
  14       0.5163   0.7052   0.5723
  15       0.5911   0.7789   0.6322
  16       0.4456   0.8007   0.6682
  17       0.4794   0.8374   0.6941
  18       0.5189   0.8781   0.7236
  19       0.8407   0.4110   0.4021
  20       0.8847   0.4479   0.4503
  21       0.9331   0.4833   0.4908
  22       0.6667   0.4043   0.3507
  23       0.7378   0.4505   0.3826
  24       0.8216   0.5139   0.4375
  25       0.5620   0.4463   0.3587
  26       0.6396   0.5233   0.4295
  27       0.7337   0.6191   0.5232
  28       0.4946   0.5064   0.3902
  29       0.5688   0.5725   0.4458
  30       0.6599   0.6654   0.5324
  31       0.4554   0.6181   0.4941
  32       0.5175   0.6906   0.5619
  33       0.5930   0.7731   0.6360
  34       0.4466   0.7866   0.6576
  35       0.4830   0.8299   0.7141
  36       0.5234   0.8714   0.7491
  37       0.8407   0.4006   0.3857
  38       0.8847   0.4222   0.4092
  39       0.9331   0.4530   0.4427
  40       0.6667   0.4077   0.3573
  41       0.7378   0.4567   0.4031
  42       0.8216   0.5207   0.4621
  43       0.5620   0.4371   0.3487
  44       0.6396   0.4967   0.3952
  45       0.7338   0.5710   0.4506
  46       0.4946   0.5121   0.4025
  47       0.5688   0.5837   0.4761
  48       0.6599   0.6782   0.5716
  49       0.4554   0.6147   0.4890
  50       0.5175   0.6845   0.5584
  51       0.5930   0.7592   0.6223
  52       0.4451   0.7992   0.6666
  53       0.4793   0.8461   0.7138
  54       0.5187   0.8980   0.7754
  55       0.8407   0.4077   0.3967
  56       0.8847   0.4332   0.4133
  57       0.9331   0.4666   0.4472
  58       0.6667   0.4283   0.3827
  59       0.7378   0.4904   0.4430
  60       0.8216   0.5634   0.5089
  61       0.5620   0.4496   0.3659
  62       0.6396   0.5294   0.4518
  63       0.7337   0.6207   0.5491
  64       0.4946   0.5336   0.4452
  65       0.5688   0.6140   0.5274
  66       0.6598   0.6988   0.5994
  67       0.4554   0.6300   0.5058
  68       0.5175   0.7144   0.5927
  69       0.5930   0.8047   0.6827
  70       0.4442   0.8010   0.6697
  71       0.4760   0.8524   0.7523
  72       0.5140   0.8985   0.8012
