H,V,L,F,fla,Tree,name,absPAR,absNIR,absTherm,totPs,netPs,totRf,totLE1,totLE2,totH
15,0.1,2.916,1.35,0.1,613,H15_V0.1_L2.916_F1.35_fla0.1,0.5485333333333333,0.13106666666666666,0.06653333333333333,0.04596666666666667,0.043333333333333335,0.0026,4.5244,0.22596666666666668,0.49806666666666666
15,0.1,2.916,1.5,0.1,613,H15_V0.1_L2.916_F1.5_fla0.1,0.5531333333333334,0.1325,0.0658,0.0461,0.0434,0.0026,4.5622,0.2264,0.5021333333333333
15,0.1,2.916,1.6,0.1,613,H15_V0.1_L2.916_F1.6_fla0.1,0.5530666666666667,0.13276666666666667,0.0654,0.0461,0.0434,0.0026,4.574366666666666,0.2264,0.5016
15,0.1,2.916,1.75,0.1,613,H15_V0.1_L2.916_F1.75_fla0.1,0.5527666666666666,0.13296666666666668,0.06506666666666666,0.0461,0.0434,0.0026,4.5917666666666666,0.2264,0.5005666666666667
15,0.1,2.916,1.85,0.1,613,H15_V0.1_L2.916_F1.85_fla0.1,0.5527,0.133,0.06493333333333333,0.0461,0.0434,0.0026,4.599566666666667,0.2264,0.5001666666666666
15,0.1,2.916,1.99,0.1,613,H15_V0.1_L2.916_F1.99_fla0.1,0.5526333333333333,0.133,0.06486666666666667,0.0461,0.0434,0.0026,4.602,0.2264,0.5000333333333333
15,0.1,4.402,0.01,0.1,925,H15_V0.1_L4.402_F0.01_fla0.1,0.13983333333333334,0.04783333333333333,0.11776666666666667,0.025866666666666666,0.023266666666666668,0.0026,2.5860000000000003,0.15786666666666666,0.12603333333333333
15,0.1,4.402,0.15,0.1,925,H15_V0.1_L4.402_F0.15_fla0.1,0.13833333333333334,0.0483,0.1155,0.025733333333333334,0.0231,0.0026,2.5736666666666665,0.15683333333333332,0.12446666666666667
15,0.1,4.402,0.25,0.1,925,H15_V0.1_L4.402_F0.25_fla0.1,0.13796666666666665,0.04783333333333333,0.11623333333333334,0.025666666666666667,0.023066666666666666,0.0026,2.5829333333333335,0.15663333333333332,0.1235
15,0.1,4.402,0.4,0.1,925,H15_V0.1_L4.402_F0.4_fla0.1,0.1404,0.047966666666666664,0.11566666666666667,0.025933333333333333,0.023333333333333334,0.0026,2.616433333333333,0.15816666666666665,0.124
15,0.1,4.402,0.5,0.1,925,H15_V0.1_L4.402_F0.5_fla0.1,0.14636666666666667,0.0496,0.11253333333333333,0.0265,0.0239,0.0026,2.6806333333333336,0.1617,0.12676666666666667
15,0.1,4.402,0.65,0.1,925,H15_V0.1_L4.402_F0.65_fla0.1,0.16916666666666666,0.05393333333333333,0.10883333333333334,0.028566666666666667,0.025966666666666666,0.0026,2.912533333333333,0.17413333333333333,0.14103333333333334
15,0.1,4.402,0.75,0.1,925,H15_V0.1_L4.402_F0.75_fla0.1,0.2018,0.06093333333333333,0.10043333333333333,0.031166666666666665,0.028533333333333334,0.0026,3.174533333333333,0.1895,0.16356666666666667
15,0.1,4.402,0.85,0.1,925,H15_V0.1_L4.402_F0.85_fla0.1,0.25293333333333334,0.07113333333333334,0.09516666666666666,0.03456666666666667,0.031933333333333334,0.0026,3.5395333333333334,0.20963333333333334,0.2051
15,0.1,4.402,0.95,0.1,925,H15_V0.1_L4.402_F0.95_fla0.1,0.3209,0.08499999999999999,0.0857,0.03813333333333333,0.03553333333333333,0.0026,3.9454333333333333,0.23076666666666668,0.26266666666666666
15,0.1,4.402,1,0.1,925,H15_V0.1_L4.402_F1_fla0.1,0.36036666666666667,0.0929,0.0814,0.0399,0.03726666666666666,0.0026,4.153133333333334,0.24116666666666667,0.2980333333333333
15,0.1,4.402,1.05,0.1,925,H15_V0.1_L4.402_F1.05_fla0.1,0.4012,0.10126666666666667,0.0772,0.041466666666666666,0.03886666666666667,0.0026,4.3507,0.25046666666666667,0.33576666666666666
15,0.1,4.402,1.15,0.1,925,H15_V0.1_L4.402_F1.15_fla0.1,0.47476666666666667,0.11643333333333333,0.07016666666666667,0.04396666666666667,0.04133333333333333,0.0026,4.654833333333333,0.2649333333333333,0.4063333333333333
15,0.1,4.402,1.25,0.1,925,H15_V0.1_L4.402_F1.25_fla0.1,0.5243333333333333,0.12696666666666667,0.06646666666666667,0.045366666666666666,0.04273333333333333,0.0026,4.8152333333333335,0.2730666666666667,0.4571
15,0.1,4.402,1.35,0.1,925,H15_V0.1_L4.402_F1.35_fla0.1,0.5462,0.13183333333333333,0.06466666666666666,0.045899999999999996,0.0433,0.0026,4.886566666666666,0.2763,0.47959999999999997
15,0.1,4.402,1.5,0.1,925,H15_V0.1_L4.402_F1.5_fla0.1,0.5516666666666666,0.13353333333333334,0.06376666666666667,0.046,0.0434,0.0026,4.9319,0.2771,0.4844
15,0.1,4.402,1.6,0.1,925,H15_V0.1_L4.402_F1.6_fla0.1,0.5516333333333333,0.13376666666666667,0.06346666666666667,0.046,0.0434,0.0026,4.949633333333333,0.2771,0.4836333333333333
15,0.1,4.402,1.75,0.1,925,H15_V0.1_L4.402_F1.75_fla0.1,0.5514666666666667,0.13383333333333333,0.06323333333333334,0.046,0.0434,0.0026,4.962133333333333,0.2771,0.48296666666666666
15,0.1,4.402,1.85,0.1,925,H15_V0.1_L4.402_F1.85_fla0.1,0.5514666666666667,0.13383333333333333,0.06323333333333334,0.046,0.0434,0.0026,4.9626,0.2771,0.4829
15,0.1,4.402,1.99,0.1,925,H15_V0.1_L4.402_F1.99_fla0.1,0.5513666666666667,0.13393333333333332,0.06313333333333333,0.046,0.0434,0.0026,4.965166666666667,0.2771,0.48273333333333335
15,0.1,5.485,0.01,0.1,1176,H15_V0.1_L5.485_F0.01_fla0.1,0.0762,0.0343,0.12726666666666667,0.017366666666666666,0.0147,0.0026,1.9280333333333333,0.10736666666666667,0.0848
15,0.1,5.485,0.15,0.1,1176,H15_V0.1_L5.485_F0.15_fla0.1,0.08146666666666666,0.036033333333333334,0.12463333333333333,0.018099999999999998,0.0155,0.0026,2.0278666666666667,0.11193333333333333,0.08583333333333333
15,0.1,5.485,0.25,0.1,1176,H15_V0.1_L5.485_F0.25_fla0.1,0.08926666666666666,0.038266666666666664,0.12183333333333334,0.019233333333333335,0.016633333333333333,0.0026,2.1388333333333334,0.11883333333333333,0.0893
15,0.1,5.485,0.4,0.1,1176,H15_V0.1_L5.485_F0.4_fla0.1,0.10553333333333333,0.04273333333333333,0.11636666666666666,0.02153333333333333,0.018933333333333333,0.0026,2.341966666666667,0.1326,0.09773333333333332
15,0.1,5.485,0.5,0.1,1176,H15_V0.1_L5.485_F0.5_fla0.1,0.11876666666666667,0.0458,0.11333333333333334,0.02323333333333333,0.020633333333333333,0.0026,2.4929333333333332,0.14276666666666668,0.10536666666666666
15,0.1,5.485,0.65,0.1,1176,H15_V0.1_L5.485_F0.65_fla0.1,0.1481,0.05256666666666667,0.1063,0.0265,0.023866666666666668,0.0026,2.800466666666667,0.16173333333333334,0.12323333333333333
15,0.1,5.485,0.75,0.1,1176,H15_V0.1_L5.485_F0.75_fla0.1,0.1796,0.0594,0.10016666666666667,0.0293,0.02666666666666667,0.0026,3.0892666666666666,0.17833333333333334,0.14476666666666668
15,0.1,5.485,0.85,0.1,1176,H15_V0.1_L5.485_F0.85_fla0.1,0.2261,0.06893333333333333,0.09276666666666666,0.032766666666666666,0.030133333333333335,0.0026,3.4549,0.19873333333333332,0.17966666666666667
15,0.1,5.485,0.95,0.1,1176,H15_V0.1_L5.485_F0.95_fla0.1,0.2915333333333333,0.08216666666666667,0.08426666666666667,0.0366,0.034,0.0026,3.8953666666666664,0.22133333333333333,0.2331
15,0.1,5.485,1,0.1,1176,H15_V0.1_L5.485_F1_fla0.1,0.33126666666666665,0.09013333333333333,0.07973333333333334,0.03846666666666666,0.035866666666666665,0.0026,4.1318,0.2326,0.2672333333333333
15,0.1,5.485,1.05,0.1,1176,H15_V0.1_L5.485_F1.05_fla0.1,0.37279999999999996,0.0984,0.0753,0.0403,0.03766666666666667,0.0026,4.357033333333333,0.24326666666666666,0.30393333333333333
15,0.1,5.485,1.15,0.1,1176,H15_V0.1_L5.485_F1.15_fla0.1,0.45516666666666666,0.115,0.06773333333333334,0.0433,0.0407,0.0026,4.738833333333333,0.26103333333333334,0.3809666666666667
15,0.1,5.485,1.25,0.1,1176,H15_V0.1_L5.485_F1.25_fla0.1,0.5152333333333333,0.12723333333333334,0.0635,0.04513333333333333,0.042499999999999996,0.0026,4.9552000000000005,0.2718,0.44086666666666663
15,0.1,5.485,1.35,0.1,1176,H15_V0.1_L5.485_F1.35_fla0.1,0.543,0.13313333333333333,0.061566666666666665,0.04586666666666667,0.0432,0.0026,5.0312,0.276,0.4699
15,0.1,5.485,1.5,0.1,1176,H15_V0.1_L5.485_F1.5_fla0.1,0.5503,0.13493333333333332,0.061066666666666665,0.046,0.0434,0.0026,5.065566666666666,0.277,0.47736666666666666
15,0.1,5.485,1.6,0.1,1176,H15_V0.1_L5.485_F1.6_fla0.1,0.5502666666666667,0.135,0.060866666666666666,0.046,0.0434,0.0026,5.074,0.277,0.4769333333333333
15,0.1,5.485,1.75,0.1,1176,H15_V0.1_L5.485_F1.75_fla0.1,0.5502666666666667,0.135,0.060866666666666666,0.046,0.0434,0.0026,5.0771,0.277,0.4768
15,0.1,5.485,1.85,0.1,1176,H15_V0.1_L5.485_F1.85_fla0.1,0.5503,0.13496666666666668,0.06096666666666667,0.046,0.0434,0.0026,5.075066666666666,0.277,0.4769
15,0.1,5.485,1.99,0.1,1176,H15_V0.1_L5.485_F1.99_fla0.1,0.5503666666666667,0.13493333333333332,0.0611,0.046,0.0434,0.0026,5.067633333333333,0.277,0.47723333333333334
15,0.25,0.466,0.01,0.1,105,H15_V0.25_L0.466_F0.01_fla0.1,0.4029666666666667,0.09703333333333333,0.0749,0.0422,0.039599999999999996,0.0026,5.464733333333333,0.03326666666666667,0.28049999999999997
15,0.25,0.466,0.15,0.1,105,H15_V0.25_L0.466_F0.15_fla0.1,0.43803333333333333,0.1039,0.07396666666666667,0.04326666666666667,0.04066666666666667,0.0026,5.6624,0.0341,0.3129
15,0.25,0.466,0.25,0.1,105,H15_V0.25_L0.466_F0.25_fla0.1,0.46123333333333333,0.1086,0.0725,0.04393333333333333,0.0413,0.0026,5.7844999999999995,0.03456666666666667,0.3344
15,0.25,0.466,0.4,0.1,105,H15_V0.25_L0.466_F0.4_fla0.1,0.48533333333333334,0.11326666666666667,0.07203333333333334,0.044533333333333334,0.0419,0.0026,5.907333333333334,0.03506666666666667,0.35733333333333334
15,0.25,0.466,0.5,0.1,105,H15_V0.25_L0.466_F0.5_fla0.1,0.4910333333333333,0.11436666666666667,0.07143333333333333,0.04463333333333333,0.04203333333333333,0.0026,5.933966666666667,0.035133333333333336,0.3625
15,0.25,0.466,0.65,0.1,105,H15_V0.25_L0.466_F0.65_fla0.1,0.49593333333333334,0.115,0.06676666666666667,0.04476666666666667,0.04213333333333333,0.0026,5.9502,0.03523333333333333,0.3642333333333333
15,0.25,0.466,0.75,0.1,105,H15_V0.25_L0.466_F0.75_fla0.1,0.5029,0.11653333333333334,0.06776666666666667,0.04493333333333333,0.0423,0.0026,5.993266666666667,0.035366666666666664,0.37143333333333334
15,0.25,0.466,0.85,0.1,105,H15_V0.25_L0.466_F0.85_fla0.1,0.5110666666666667,0.11796666666666666,0.06563333333333334,0.04513333333333334,0.0425,0.0026,6.032966666666667,0.0355,0.3778666666666667
15,0.25,0.466,0.95,0.1,105,H15_V0.25_L0.466_F0.95_fla0.1,0.5207666666666667,0.12046666666666667,0.06583333333333334,0.045366666666666666,0.0427,0.0026,6.0888333333333335,0.0357,0.3878666666666667
15,0.25,0.466,1,0.1,105,H15_V0.25_L0.466_F1_fla0.1,0.5260333333333334,0.1216,0.0655,0.04546666666666667,0.042833333333333334,0.0026,6.116466666666667,0.03576666666666667,0.3928333333333333
15,0.25,0.466,1.05,0.1,105,H15_V0.25_L0.466_F1.05_fla0.1,0.5314666666666666,0.12276666666666666,0.0652,0.045566666666666665,0.04296666666666667,0.0026,6.144233333333333,0.035866666666666665,0.398
15,0.25,0.466,1.15,0.1,105,H15_V0.25_L0.466_F1.15_fla0.1,0.5410666666666667,0.12466666666666666,0.0649,0.04576666666666667,0.043166666666666666,0.0026,6.193066666666667,0.036,0.4070666666666667
15,0.25,0.466,1.25,0.1,105,H15_V0.25_L0.466_F1.25_fla0.1,0.5477333333333333,0.126,0.06473333333333332,0.04593333333333333,0.0433,0.0026,6.2272,0.03613333333333334,0.41346666666666665
15,0.25,0.466,1.35,0.1,105,H15_V0.25_L0.466_F1.35_fla0.1,0.5526666666666666,0.127,0.0647,0.046066666666666665,0.043366666666666664,0.0026,6.252433333333333,0.0362,0.4183
15,0.25,0.466,1.5,0.1,105,H15_V0.25_L0.466_F1.5_fla0.1,0.5566666666666666,0.12793333333333334,0.06456666666666666,0.04613333333333333,0.04346666666666667,0.0026,6.274266666666667,0.03626666666666667,0.42219999999999996
15,0.25,0.466,1.6,0.1,105,H15_V0.25_L0.466_F1.6_fla0.1,0.5584333333333333,0.12833333333333333,0.0645,0.04616666666666667,0.0435,0.0026,6.284366666666666,0.0363,0.4239
15,0.25,0.466,1.75,0.1,105,H15_V0.25_L0.466_F1.75_fla0.1,0.5582,0.1288,0.06396666666666666,0.04616666666666667,0.0435,0.0026,6.286833333333333,0.0363,0.4238
15,0.25,0.466,1.85,0.1,105,H15_V0.25_L0.466_F1.85_fla0.1,0.558,0.12886666666666666,0.06383333333333333,0.04613333333333333,0.0435,0.0026,6.287933333333333,0.0363,0.4236
15,0.25,0.466,1.99,0.1,105,H15_V0.25_L0.466_F1.99_fla0.1,0.5581333333333334,0.12883333333333333,0.06393333333333333,0.04616666666666667,0.0435,0.0026,6.2880666666666665,0.0363,0.4237
15,0.25,1.488,0.01,0.1,313,H15_V0.25_L1.488_F0.01_fla0.1,0.2925333333333333,0.07673333333333333,0.08976666666666666,0.03743333333333333,0.0348,0.0026,4.145533333333333,0.09443333333333334,0.2189
15,0.25,1.488,0.15,0.1,313,H15_V0.25_L1.488_F0.15_fla0.1,0.31383333333333335,0.08066666666666666,0.08756666666666667,0.038533333333333336,0.0359,0.0026,4.2726999999999995,0.09713333333333334,0.23686666666666667
15,0.25,1.488,0.25,0.1,313,H15_V0.25_L1.488_F0.25_fla0.1,0.3241,0.08253333333333333,0.08653333333333334,0.039099999999999996,0.03646666666666667,0.0026,4.3188,0.09843333333333333,0.24623333333333333
15,0.25,1.488,0.4,0.1,313,H15_V0.25_L1.488_F0.4_fla0.1,0.3280666666666667,0.08346666666666666,0.08433333333333333,0.03933333333333333,0.03673333333333333,0.0026,4.328233333333333,0.099,0.24933333333333335
15,0.25,1.488,0.5,0.1,313,H15_V0.25_L1.488_F0.5_fla0.1,0.3309666666666667,0.084,0.08386666666666666,0.039466666666666664,0.036833333333333336,0.0026,4.3549999999999995,0.09933333333333333,0.2512333333333333
15,0.25,1.488,0.65,0.1,313,H15_V0.25_L1.488_F0.65_fla0.1,0.3528,0.08803333333333334,0.08213333333333334,0.040299999999999996,0.03766666666666667,0.0026,4.494266666666666,0.1014,0.2696
15,0.25,1.488,0.75,0.1,313,H15_V0.25_L1.488_F0.75_fla0.1,0.3747333333333333,0.09226666666666666,0.07983333333333333,0.04106666666666667,0.03843333333333333,0.0026,4.6162,0.10333333333333333,0.2888
15,0.25,1.488,0.85,0.1,313,H15_V0.25_L1.488_F0.85_fla0.1,0.4044333333333333,0.09836666666666667,0.07573333333333333,0.04203333333333333,0.03936666666666667,0.0026,4.7726999999999995,0.1056,0.315
15,0.25,1.488,0.95,0.1,313,H15_V0.25_L1.488_F0.95_fla0.1,0.4345,0.1043,0.07353333333333333,0.04293333333333333,0.0403,0.0026,4.923,0.1079,0.34290000000000004
15,0.25,1.488,1,0.1,313,H15_V0.25_L1.488_F1_fla0.1,0.4493666666666667,0.10733333333333334,0.0721,0.0434,0.040766666666666666,0.0026,4.9956,0.109,0.35656666666666664
15,0.25,1.488,1.05,0.1,313,H15_V0.25_L1.488_F1.05_fla0.1,0.4627,0.11,0.07060000000000001,0.0438,0.041166666666666664,0.0026,5.0587,0.10996666666666667,0.36883333333333335
15,0.25,1.488,1.15,0.1,313,H15_V0.25_L1.488_F1.15_fla0.1,0.4885333333333333,0.1153,0.06783333333333333,0.0445,0.0419,0.0026,5.184166666666667,0.11173333333333334,0.3926
15,0.25,1.488,1.25,0.1,313,H15_V0.25_L1.488_F1.25_fla0.1,0.5129333333333334,0.12043333333333334,0.06533333333333334,0.04513333333333334,0.0425,0.0026,5.2967,0.11326666666666667,0.4155333333333333
15,0.25,1.488,1.35,0.1,313,H15_V0.25_L1.488_F1.35_fla0.1,0.5336666666666666,0.1247,0.06346666666666667,0.04563333333333334,0.04296666666666667,0.0026,5.385966666666667,0.11443333333333333,0.4354
15,0.25,1.488,1.5,0.1,313,H15_V0.25_L1.488_F1.5_fla0.1,0.5512333333333334,0.12856666666666666,0.06256666666666667,0.046,0.0434,0.0026,5.456933333333334,0.1154,0.4532
15,0.25,1.488,1.6,0.1,313,H15_V0.25_L1.488_F1.6_fla0.1,0.5547666666666666,0.1295,0.06233333333333333,0.0461,0.04346666666666667,0.0026,5.474266666666667,0.11556666666666666,0.4568333333333333
15,0.25,1.488,1.75,0.1,313,H15_V0.25_L1.488_F1.75_fla0.1,0.5552333333333334,0.12986666666666666,0.06203333333333333,0.0461,0.0435,0.0026,5.484266666666667,0.1156,0.4570666666666667
15,0.25,1.488,1.85,0.1,313,H15_V0.25_L1.488_F1.85_fla0.1,0.5549333333333333,0.13,0.0618,0.0461,0.0435,0.0026,5.491966666666666,0.1156,0.4564666666666667
15,0.25,1.488,1.99,0.1,313,H15_V0.25_L1.488_F1.99_fla0.1,0.5547,0.13006666666666666,0.06163333333333333,0.0461,0.0435,0.0026,5.502766666666667,0.1156,0.4558
15,0.25,2.916,0.01,0.1,613,H15_V0.25_L2.916_F0.01_fla0.1,0.19569999999999999,0.059333333333333335,0.10733333333333334,0.0311,0.028466666666666668,0.0026,2.8610333333333333,0.15410000000000001,0.1742
15,0.25,2.916,0.15,0.1,613,H15_V0.25_L2.916_F0.15_fla0.1,0.19653333333333334,0.0594,0.10763333333333333,0.031233333333333335,0.0286,0.0026,2.8659,0.1548,0.17503333333333335
15,0.25,2.916,0.25,0.1,613,H15_V0.25_L2.916_F0.25_fla0.1,0.1986,0.059566666666666664,0.10803333333333333,0.031433333333333334,0.028800000000000003,0.0026,2.8920999999999997,0.15586666666666665,0.17626666666666665
15,0.25,2.916,0.4,0.1,613,H15_V0.25_L2.916_F0.4_fla0.1,0.20803333333333335,0.06116666666666667,0.10603333333333334,0.0322,0.0296,0.0026,2.975966666666667,0.1597,0.18213333333333334
15,0.25,2.916,0.5,0.1,613,H15_V0.25_L2.916_F0.5_fla0.1,0.2225,0.06393333333333334,0.10426666666666666,0.03326666666666667,0.030666666666666665,0.0026,3.085933333333333,0.1648,0.19316666666666665
15,0.25,2.916,0.65,0.1,613,H15_V0.25_L2.916_F0.65_fla0.1,0.25303333333333333,0.0702,0.09833333333333333,0.03526666666666667,0.03266666666666666,0.0026,3.2743333333333333,0.1746,0.21773333333333333
15,0.25,2.916,0.75,0.1,613,H15_V0.25_L2.916_F0.75_fla0.1,0.2778333333333333,0.07543333333333334,0.0944,0.03663333333333333,0.03403333333333333,0.0026,3.4162,0.1814,0.23896666666666666
15,0.25,2.916,0.85,0.1,613,H15_V0.25_L2.916_F0.85_fla0.1,0.3047,0.08109999999999999,0.0899,0.038,0.035366666666666664,0.0026,3.5612333333333335,0.18793333333333334,0.2622333333333333
15,0.25,2.916,0.95,0.1,613,H15_V0.25_L2.916_F0.95_fla0.1,0.3372,0.08773333333333333,0.0867,0.039466666666666664,0.036833333333333336,0.0026,3.7211,0.19496666666666668,0.2921666666666667
15,0.25,2.916,1,0.1,613,H15_V0.25_L2.916_F1_fla0.1,0.35456666666666664,0.09123333333333333,0.08446666666666666,0.04016666666666666,0.037533333333333335,0.0026,3.8037666666666667,0.19836666666666666,0.3078
15,0.25,2.916,1.05,0.1,613,H15_V0.25_L2.916_F1.05_fla0.1,0.37443333333333334,0.0952,0.0825,0.0409,0.0383,0.0026,3.8988666666666667,0.20196666666666666,0.32613333333333333
15,0.25,2.916,1.15,0.1,613,H15_V0.25_L2.916_F1.15_fla0.1,0.41686666666666666,0.10376666666666666,0.07756666666666667,0.0424,0.039766666666666665,0.0026,4.093766666666667,0.20896666666666666,0.3652666666666667
15,0.25,2.916,1.25,0.1,613,H15_V0.25_L2.916_F1.25_fla0.1,0.46326666666666666,0.11316666666666667,0.0727,0.0438,0.0412,0.0026,4.2719,0.2158,0.41
15,0.25,2.916,1.35,0.1,613,H15_V0.25_L2.916_F1.35_fla0.1,0.5037,0.1215,0.0693,0.04493333333333333,0.04226666666666667,0.0026,4.406466666666667,0.221,0.45056666666666667
15,0.25,2.916,1.5,0.1,613,H15_V0.25_L2.916_F1.5_fla0.1,0.5380333333333334,0.129,0.0669,0.04576666666666667,0.043133333333333336,0.0026,4.5045,0.22486666666666666,0.4866333333333333
15,0.25,2.916,1.6,0.1,613,H15_V0.25_L2.916_F1.6_fla0.1,0.5468,0.13103333333333333,0.06603333333333333,0.04593333333333333,0.0433,0.0026,4.5404333333333335,0.22576666666666667,0.49543333333333334
15,0.25,2.916,1.75,0.1,613,H15_V0.25_L2.916_F1.75_fla0.1,0.5518333333333334,0.1323,0.0657,0.046066666666666665,0.0434,0.0026,4.5715666666666666,0.22626666666666667,0.5002
15,0.25,2.916,1.85,0.1,613,H15_V0.25_L2.916_F1.85_fla0.1,0.5529000000000001,0.13263333333333333,0.06556666666666666,0.0461,0.0434,0.0026,4.5775,0.2264,0.5012666666666666
15,0.25,2.916,1.99,0.1,613,H15_V0.25_L2.916_F1.99_fla0.1,0.5532333333333334,0.13263333333333335,0.06566666666666666,0.0461,0.0434,0.0026,4.575699999999999,0.2264,0.5017
15,0.25,4.402,0.01,0.1,925,H15_V0.25_L4.402_F0.01_fla0.1,0.1466,0.049133333333333334,0.11643333333333333,0.026566666666666666,0.023866666666666668,0.0026,2.6597,0.16173333333333334,0.12990000000000002
15,0.25,4.402,0.15,0.1,925,H15_V0.25_L4.402_F0.15_fla0.1,0.15073333333333333,0.050133333333333335,0.11536666666666667,0.026966666666666667,0.024333333333333335,0.0026,2.695266666666667,0.16426666666666667,0.13276666666666667
15,0.25,4.402,0.25,0.1,925,H15_V0.25_L4.402_F0.25_fla0.1,0.15393333333333334,0.05056666666666666,0.11476666666666667,0.0273,0.024666666666666667,0.0026,2.7306333333333335,0.16613333333333333,0.13433333333333333
15,0.25,4.402,0.4,0.1,925,H15_V0.25_L4.402_F0.4_fla0.1,0.16163333333333332,0.0528,0.11066666666666666,0.0281,0.025433333333333332,0.0026,2.8032333333333335,0.17076666666666668,0.13863333333333333
15,0.25,4.402,0.5,0.1,925,H15_V0.25_L4.402_F0.5_fla0.1,0.1733,0.05466666666666667,0.11006666666666666,0.029166666666666667,0.0265,0.0026,2.911433333333333,0.1772,0.14666666666666667
15,0.25,4.402,0.65,0.1,925,H15_V0.25_L4.402_F0.65_fla0.1,0.20136666666666667,0.060866666666666666,0.10276666666666667,0.03136666666666667,0.028733333333333333,0.0026,3.1466,0.19063333333333335,0.16583333333333333
15,0.25,4.402,0.75,0.1,925,H15_V0.25_L4.402_F0.75_fla0.1,0.22993333333333332,0.06696666666666667,0.097,0.0334,0.0308,0.0026,3.3552333333333335,0.2027,0.18756666666666666
15,0.25,4.402,0.85,0.1,925,H15_V0.25_L4.402_F0.85_fla0.1,0.2669666666666667,0.0746,0.0921,0.035633333333333336,0.03303333333333333,0.0026,3.6069666666666667,0.21626666666666666,0.21786666666666668
15,0.25,4.402,0.95,0.1,925,H15_V0.25_L4.402_F0.95_fla0.1,0.31056666666666666,0.08373333333333333,0.08573333333333333,0.038,0.035333333333333335,0.0026,3.880666666666667,0.23,0.25429999999999997
15,0.25,4.402,1,0.1,925,H15_V0.25_L4.402_F1_fla0.1,0.3339,0.08856666666666667,0.0837,0.039066666666666666,0.03646666666666667,0.0026,4.017633333333333,0.23653333333333335,0.27513333333333334
15,0.25,4.402,1.05,0.1,925,H15_V0.25_L4.402_F1.05_fla0.1,0.3591333333333333,0.09373333333333334,0.0805,0.0402,0.0376,0.0026,4.1497,0.24306666666666668,0.2975333333333333
15,0.25,4.402,1.15,0.1,925,H15_V0.25_L4.402_F1.15_fla0.1,0.4087,0.10383333333333333,0.07586666666666667,0.0421,0.039466666666666664,0.0026,4.387266666666666,0.2541,0.3436
15,0.25,4.402,1.25,0.1,925,H15_V0.25_L4.402_F1.25_fla0.1,0.45216666666666666,0.11256666666666666,0.07103333333333334,0.04346666666666667,0.04083333333333333,0.0026,4.5607999999999995,0.2621,0.3849666666666667
15,0.25,4.402,1.35,0.1,925,H15_V0.25_L4.402_F1.35_fla0.1,0.4890333333333334,0.12006666666666667,0.0679,0.04446666666666667,0.041833333333333333,0.0026,4.698533333333334,0.268,0.4211666666666667
15,0.25,4.402,1.5,0.1,925,H15_V0.25_L4.402_F1.5_fla0.1,0.5270666666666667,0.1281,0.06516666666666666,0.04543333333333333,0.042833333333333334,0.0026,4.844133333333334,0.2735666666666667,0.45899999999999996
15,0.25,4.402,1.6,0.1,925,H15_V0.25_L4.402_F1.6_fla0.1,0.5414333333333333,0.13119999999999998,0.06413333333333333,0.04576666666666667,0.043166666666666666,0.0026,4.902333333333334,0.27563333333333334,0.47326666666666667
15,0.25,4.402,1.75,0.1,925,H15_V0.25_L4.402_F1.75_fla0.1,0.5504333333333333,0.13333333333333333,0.0637,0.046,0.043366666666666664,0.0026,4.9402333333333335,0.2769666666666667,0.4825333333333333
15,0.25,4.402,1.85,0.1,925,H15_V0.25_L4.402_F1.85_fla0.1,0.5515333333333333,0.13366666666666666,0.06356666666666667,0.046,0.0434,0.0026,4.945766666666667,0.2771,0.4837
15,0.25,4.402,1.99,0.1,925,H15_V0.25_L4.402_F1.99_fla0.1,0.5516,0.1338,0.06336666666666667,0.046,0.0434,0.0026,4.9516,0.2771,0.4835
15,0.25,5.485,0.01,0.1,1176,H15_V0.25_L5.485_F0.01_fla0.1,0.08486666666666667,0.0364,0.12516666666666668,0.018733333333333334,0.0161,0.0026,2.0526,0.11576666666666667,0.0886
15,0.25,5.485,0.15,0.1,1176,H15_V0.25_L5.485_F0.15_fla0.1,0.093,0.03843333333333333,0.12293333333333334,0.019833333333333335,0.0172,0.0026,2.1740333333333335,0.12253333333333333,0.09196666666666667
15,0.25,5.485,0.25,0.1,1176,H15_V0.25_L5.485_F0.25_fla0.1,0.1032,0.041133333333333334,0.12023333333333333,0.0212,0.018600000000000002,0.0026,2.3097666666666665,0.13073333333333334,0.09723333333333334
15,0.25,5.485,0.4,0.1,1176,H15_V0.25_L5.485_F0.4_fla0.1,0.12683333333333333,0.046933333333333334,0.1144,0.024166666666666666,0.0215,0.0026,2.5797666666666665,0.14836666666666667,0.1111
15,0.25,5.485,0.5,0.1,1176,H15_V0.25_L5.485_F0.5_fla0.1,0.14403333333333332,0.05106666666666667,0.11013333333333333,0.026133333333333335,0.0235,0.0026,2.7485666666666666,0.16006666666666666,0.1223
15,0.25,5.485,0.65,0.1,1176,H15_V0.25_L5.485_F0.65_fla0.1,0.1779,0.058666666666666666,0.10286666666666666,0.029500000000000002,0.0269,0.0026,3.0544000000000002,0.1799,0.1455
15,0.25,5.485,0.75,0.1,1176,H15_V0.25_L5.485_F0.75_fla0.1,0.2016,0.06386666666666667,0.09816666666666667,0.031566666666666666,0.02896666666666667,0.0026,3.2486666666666664,0.19193333333333334,0.16283333333333333
