   1       0.2771   0.6337   0.6581
   2       0.2819   0.6572   0.6857
   3       0.2907   0.6830   0.7165
   4       0.2291   0.6386   0.6260
   5       0.2484   0.6805   0.6700
   6       0.2697   0.7292   0.7200
   7       0.2122   0.6687   0.6339
   8       0.2317   0.7183   0.6838
   9       0.2499   0.7763   0.7406
  10       0.1848   0.7187   0.6684
  11       0.1991   0.7694   0.7184
  12       0.2176   0.8283   0.7754
  13       0.1823   0.7924   0.7330
  14       0.1855   0.8372   0.7776
  15       0.1931   0.8884   0.8279
  16       0.1615   0.9053   0.8523
  17       0.1671   0.9316   0.8806
  18       0.1674   0.9601   0.9120
  19       0.2633   0.6337   0.6581
  20       0.2721   0.6572   0.6857
  21       0.2833   0.6830   0.7165
  22       0.2270   0.6386   0.6260
  23       0.2330   0.6805   0.6700
  24       0.2544   0.7292   0.7200
  25       0.2057   0.6687   0.6339
  26       0.2091   0.7183   0.6838
  27       0.2254   0.7762   0.7406
  28       0.1959   0.7187   0.6684
  29       0.1914   0.7694   0.7184
  30       0.2058   0.8283   0.7753
  31       0.1753   0.7924   0.7330
  32       0.1808   0.8372   0.7776
  33       0.1851   0.8884   0.8279
  34       0.1572   0.9053   0.8523
  35       0.1607   0.9316   0.8806
  36       0.1635   0.9601   0.9120
  37       0.2571   0.6337   0.6581
  38       0.2631   0.6572   0.6857
  39       0.2659   0.6830   0.7165
  40       0.2339   0.6386   0.6260
  41       0.2357   0.6805   0.6700
  42       0.2386   0.7292   0.7200
  43       0.2090   0.6687   0.6339
  44       0.2094   0.7183   0.6838
  45       0.2211   0.7762   0.7405
  46       0.1889   0.7187   0.6684
  47       0.1889   0.7694   0.7184
  48       0.1966   0.8283   0.7753
  49       0.1802   0.7924   0.7330
  50       0.1884   0.8372   0.7776
  51       0.1959   0.8884   0.8279
  52       0.1608   0.9053   0.8523
  53       0.1669   0.9316   0.8806
  54       0.1699   0.9601   0.9120
  55       0.2739   0.6337   0.6581
  56       0.2900   0.6572   0.6857
  57       0.2923   0.6830   0.7165
  58       0.2408   0.6386   0.6260
  59       0.2527   0.6805   0.6700
  60       0.2701   0.7292   0.7200
  61       0.2129   0.6687   0.6339
  62       0.2113   0.7183   0.6838
  63       0.2166   0.7762   0.7406
  64       0.1991   0.7187   0.6684
  65       0.2070   0.7694   0.7184
  66       0.2100   0.8283   0.7754
  67       0.1705   0.7924   0.7330
  68       0.1704   0.8372   0.7776
  69       0.1786   0.8884   0.8279
  70       0.1631   0.9053   0.8523
  71       0.1734   0.9316   0.8806
  72       0.1802   0.9601   0.9120
