    0.3994     0.4001     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3989     0.4001     0.4001     0.4001     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3984     0.4002     0.4002     0.4001     0.4001     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3981     0.4003     0.4002     0.4001     0.4001     0.4001     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3977     0.4004     0.4003     0.4002     0.4001     0.4001     0.4001     0.4000     0.4000     0.4001     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3973     0.4005     0.4003     0.4002     0.4001     0.4001     0.4001     0.4000     0.4000     0.4001     0.4001     0.4001     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3959     0.3997     0.3996     0.4000     0.4000     0.4000     0.4000     0.4000     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3941     0.3983     0.3983     0.3996     0.3997     0.3997     0.3998     0.3998     0.3998     0.3999     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3919     0.3963     0.3964     0.3991     0.3993     0.3994     0.3995     0.3996     0.3996     0.3998     0.3998     0.3999     0.3999     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3894     0.3939     0.3942     0.3985     0.3988     0.3990     0.3992     0.3993     0.3994     0.3996     0.3997     0.3998     0.3998     0.3999     0.3999     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
