    0.3863     0.3912     0.3916     0.3978     0.3982     0.3985     0.3988     0.3990     0.3992     0.3994     0.3996     0.3997     0.3997     0.3998     0.3999     0.3999     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3830     0.3883     0.3889     0.3970     0.3976     0.3980     0.3984     0.3987     0.3989     0.3993     0.3994     0.3995     0.3997     0.3997     0.3998     0.3999     0.3999     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3796     0.3854     0.3862     0.3963     0.3970     0.3975     0.3980     0.3984     0.3987     0.3991     0.3993     0.3994     0.3996     0.3997     0.3997     0.3998     0.3999     0.3999     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4001     0.4001     0.4001     0.4001     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3763     0.3824     0.3834     0.3955     0.3964     0.3971     0.3976     0.3981     0.3984     0.3989     0.3991     0.3993     0.3995     0.3996     0.3997     0.3998     0.3998     0.3999     0.3999     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3732     0.3797     0.3808     0.3948     0.3958     0.3966     0.3973     0.3978     0.3982     0.3987     0.3990     0.3992     0.3994     0.3995     0.3996     0.3997     0.3998     0.3999     0.3999     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3706     0.3773     0.3786     0.3942     0.3953     0.3962     0.3970     0.3976     0.3980     0.3985     0.3989     0.3991     0.3993     0.3995     0.3996     0.3997     0.3998     0.3998     0.3999     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4000     0.4000     0.4000     0.4000
    0.3683     0.3756     0.3769     0.3937     0.3949     0.3959     0.3967     0.3974     0.3978     0.3984     0.3988     0.3990     0.3993     0.3994     0.3996     0.3997     0.3998     0.3998     0.3999     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001
    0.3667     0.3746     0.3760     0.3935     0.3947     0.3958     0.3966     0.3973     0.3977     0.3984     0.3987     0.3990     0.3992     0.3994     0.3996     0.3997     0.3998     0.3998     0.3999     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001
    0.3661     0.3747     0.3761     0.3936     0.3948     0.3958     0.3966     0.3973     0.3978     0.3984     0.3987     0.3990     0.3992     0.3994     0.3996     0.3997     0.3998     0.3998     0.3999     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001
    0.3657     0.3749     0.3762     0.3936     0.3948     0.3958     0.3967     0.3973     0.3978     0.3984     0.3988     0.3990     0.3993     0.3994     0.3996     0.3997     0.3998     0.3998     0.3999     0.3999     0.4000     0.4000     0.4000     0.4000     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001
    0.3653     0.3750     0.3763     0.3937     0.3949     0.3958     0.3967     0.3973     0.3978     0.3984     0.3988     0.3990     0.3993     0.3994     0.3996     0.3997     0.3998     0.3999     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001
    0.3650     0.3751     0.3764     0.3937     0.3949     0.3959     0.3967     0.3973     0.3978     0.3984     0.3988     0.3991     0.3993     0.3995     0.3996     0.3997     0.3998     0.3999     0.3999     0.4000     0.4000     0.4000     0.4000     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001
    0.3646     0.3752     0.3764     0.3938     0.3949     0.3959     0.3967     0.3973     0.3978     0.3984     0.3988     0.3991     0.3993     0.3995     0.3996     0.3997     0.3998     0.3999     0.3999     0.4000     0.4000     0.4000     0.4000     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001
    0.3641     0.3753     0.3765     0.3938     0.3949     0.3959     0.3967     0.3974     0.3978     0.3984     0.3988     0.3991     0.3993     0.3995     0.3996     0.3997     0.3998     0.3999     0.3999     0.4000     0.4000     0.4000     0.4000     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001     0.4001
