 0.1559  0.1446  0.1340  0.1154  0.0920  0.0734  0.0585  0.0466  0.0372  0.0297  0.0236  0.0188  0.0150  0.0120  0.0095  0.0076  0.0061  0.0048  0.0039  0.0031  0.0024  0.0020  0.0016  0.0012  0.0010
 0.1559  0.1446  0.1340  0.1154  0.0920  0.0734  0.0585  0.0466  0.0372  0.0297  0.0236  0.0188  0.0150  0.0120  0.0095  0.0076  0.0061  0.0048  0.0039  0.0031  0.0024  0.0020  0.0016  0.0012  0.0010
 0.1559  0.1446  0.1341  0.1154  0.0920  0.0734  0.0585  0.0466  0.0372  0.0297  0.0236  0.0188  0.0150  0.0120  0.0095  0.0076  0.0061  0.0048  0.0039  0.0031  0.0024  0.0020  0.0016  0.0012  0.0010
 0.1559  0.1446  0.1341  0.1154  0.0920  0.0734  0.0585  0.0466  0.0372  0.0297  0.0236  0.0188  0.0150  0.0120  0.0095  0.0076  0.0061  0.0048  0.0039  0.0031  0.0024  0.0020  0.0016  0.0012  0.0010
 0.1559  0.1446  0.1341  0.1154  0.0920  0.0734  0.0585  0.0466  0.0372  0.0297  0.0236  0.0188  0.0150  0.0120  0.0095  0.0076  0.0061  0.0048  0.0039  0.0031  0.0024  0.0020  0.0016  0.0012  0.0010
 0.1559  0.1446  0.1341  0.1154  0.0920  0.0734  0.0585  0.0466  0.0372  0.0297  0.0236  0.0188  0.0150  0.0120  0.0095  0.0076  0.0061  0.0048  0.0039  0.0031  0.0024  0.0020  0.0016  0.0012  0.0010
 0.1559  0.1446  0.1341  0.1154  0.0920  0.0734  0.0585  0.0466  0.0372  0.0297  0.0236  0.0188  0.0150  0.0120  0.0095  0.0076  0.0061  0.0048  0.0039  0.0031  0.0024  0.0020  0.0016  0.0012  0.0010
 0.1559  0.1446  0.1341  0.1154  0.0920  0.0734  0.0585  0.0467  0.0372  0.0297  0.0236  0.0188  0.0150  0.0120  0.0095  0.0076  0.0061  0.0048  0.0039  0.0031  0.0024  0.0020  0.0016  0.0012  0.0010
 0.1559  0.1446  0.1340  0.1154  0.0920  0.0734  0.0585  0.0467  0.0372  0.0297  0.0236  0.0188  0.0150  0.0120  0.0095  0.0076  0.0061  0.0048  0.0039  0.0031  0.0024  0.0020  0.0016  0.0012  0.0010
 0.1559  0.1446  0.1340  0.1154  0.0920  0.0734  0.0585  0.0467  0.0372  0.0297  0.0236  0.0188  0.0150  0.0120  0.0095  0.0076  0.0061  0.0048  0.0039  0.0031  0.0024  0.0020  0.0016  0.0012  0.0010
 0.1559  0.1446  0.1340  0.1154  0.0920  0.0734  0.0585  0.0467  0.0372  0.0297  0.0236  0.0189  0.0150  0.0120  0.0095  0.0076  0.0061  0.0048  0.0039  0.0031  0.0025  0.0020  0.0016  0.0012  0.0010
 0.1558  0.1445  0.1340  0.1154  0.0920  0.0734  0.0585  0.0467  0.0372  0.0297  0.0236  0.0189  0.0150  0.0120  0.0095  0.0076  0.0061  0.0048  0.0039  0.0031  0.0025  0.0020  0.0016  0.0012  0.0010
 0.1558  0.1445  0.1340  0.1154  0.0920  0.0734  0.0585  0.0467  0.0372  0.0297  0.0237  0.0189  0.0150  0.0120  0.0096  0.0076  0.0061  0.0048  0.0039  0.0031  0.0025  0.0020  0.0016  0.0012  0.0010
 0.1558  0.1445  0.1340  0.1155  0.0920  0.0734  0.0585  0.0467  0.0372  0.0297  0.0237  0.0189  0.0150  0.0120  0.0096  0.0076  0.0061  0.0048  0.0039  0.0031  0.0025  0.0020  0.0016  0.0012  0.0010
 0.1558  0.1445  0.1340  0.1155  0.0920  0.0734  0.0585  0.0467  0.0372  0.0297  0.0237  0.0189  0.0150  0.0120  0.0096  0.0076  0.0061  0.0048  0.0039  0.0031  0.0025  0.0020  0.0016  0.0012  0.0010
 0.1557  0.1445  0.1340  0.1155  0.0920  0.0734  0.0585  0.0467  0.0372  0.0297  0.0237  0.0189  0.0150  0.0120  0.0096  0.0076  0.0061  0.0048  0.0039  0.0031  0.0025  0.0020  0.0016  0.0012  0.0010
 0.1557  0.1445  0.1340  0.1155  0.0920  0.0734  0.0585  0.0467  0.0372  0.0297  0.0237  0.0189  0.0150  0.0120  0.0096  0.0076  0.0061  0.0048  0.0039  0.0031  0.0025  0.0020  0.0016  0.0012  0.0010
 0.1557  0.1445  0.1339  0.1155  0.0920  0.0734  0.0585  0.0467  0.0372  0.0297  0.0237  0.0189  0.0150  0.0120  0.0096  0.0076  0.0061  0.0048  0.0039  0.0031  0.0025  0.0020  0.0016  0.0012  0.0010
 0.1557  0.1444  0.1339  0.1155  0.0921  0.0734  0.0586  0.0467  0.0372  0.0297  0.0237  0.0189  0.0150  0.0120  0.0096  0.0076  0.0061  0.0048  0.0039  0.0031  0.0025  0.0020  0.0016  0.0012  0.0010
