   1       0.8704   0.9728   0.8860
   2       0.8711   0.9703   0.8762
   3       0.8730   0.9700   0.8747
   4       0.8610   0.9812   0.9178
   5       0.8507   0.9795   0.9106
   6       0.8443   0.9826   0.9218
   7       0.8640   0.9871   0.9397
   8       0.8410   0.9895   0.9484
   9       0.8331   0.9878   0.9412
  10       0.8359   0.9935   0.9635
  11       0.8252   0.9937   0.9636
  12       0.8228   0.9940   0.9640
  13       0.8363   0.9941   0.9646
  14       0.8239   0.9945   0.9655
  15       0.8118   0.9948   0.9661
  16       0.8308   0.9948   0.9659
  17       0.8160   0.9948   0.9655
  18       0.8062   0.9948   0.9654
  19       0.8724   0.9784   0.9077
  20       0.8762   0.9767   0.9006
  21       0.8822   0.9764   0.8994
  22       0.8637   0.9813   0.9183
  23       0.8775   0.9770   0.9014
  24       0.8767   0.9771   0.9009
  25       0.8463   0.9848   0.9309
  26       0.8328   0.9820   0.9195
  27       0.8272   0.9826   0.9210
  28       0.8387   0.9869   0.9380
  29       0.8373   0.9874   0.9394
  30       0.8371   0.9860   0.9333
  31       0.8286   0.9938   0.9635
  32       0.8197   0.9941   0.9639
  33       0.8134   0.9945   0.9649
  34       0.8313   0.9948   0.9659
  35       0.8225   0.9948   0.9657
  36       0.8230   0.9950   0.9660
  37       0.8750   0.9803   0.9150
  38       0.8861   0.9817   0.9199
  39       0.8938   0.9830   0.9249
  40       0.8689   0.9836   0.9271
  41       0.8773   0.9824   0.9222
  42       0.8819   0.9795   0.9105
  43       0.8561   0.9841   0.9283
  44       0.8732   0.9801   0.9125
  45       0.8865   0.9785   0.9055
  46       0.8409   0.9863   0.9358
  47       0.8608   0.9894   0.9471
  48       0.8630   0.9901   0.9491
  49       0.8283   0.9909   0.9522
  50       0.8462   0.9900   0.9482
  51       0.8591   0.9899   0.9473
  52       0.8379   0.9951   0.9672
  53       0.8445   0.9956   0.9688
  54       0.8417   0.9960   0.9700
  55       0.8778   0.9775   0.9042
  56       0.8781   0.9781   0.9062
  57       0.8790   0.9751   0.8943
  58       0.8612   0.9851   0.9327
  59       0.8678   0.9842   0.9289
  60       0.8736   0.9843   0.9287
  61       0.8526   0.9848   0.9308
  62       0.8532   0.9853   0.9321
  63       0.8643   0.9855   0.9321
  64       0.8406   0.9894   0.9477
  65       0.8591   0.9934   0.9622
  66       0.8553   0.9949   0.9675
  67       0.8372   0.9913   0.9538
  68       0.8497   0.9929   0.9596
  69       0.8531   0.9954   0.9683
  70       0.8442   0.9952   0.9676
  71       0.8478   0.9961   0.9706
  72       0.8431   0.9970   0.9736
