   1       0.4027   0.8652   0.7214
   2       0.4009   0.8731   0.7378
   3       0.3895   0.8778   0.7437
   4       0.3747   0.8896   0.7975
   5       0.3734   0.8770   0.7932
   6       0.3698   0.8679   0.7811
   7       0.3565   0.9074   0.8198
   8       0.3427   0.9228   0.8341
   9       0.3239   0.9302   0.8435
  10       0.3301   0.9248   0.8520
  11       0.3369   0.9082   0.8393
  12       0.3281   0.8902   0.8199
  13       0.3184   0.9536   0.8859
  14       0.3166   0.9632   0.9009
  15       0.3205   0.9623   0.9047
  16       0.3057   0.9710   0.9102
  17       0.2833   0.9641   0.8998
  18       0.2880   0.9610   0.8957
  19       0.4087   0.8677   0.7359
  20       0.3990   0.8629   0.7491
  21       0.3992   0.8560   0.7401
  22       0.3632   0.9000   0.8080
  23       0.3786   0.8931   0.8248
  24       0.3716   0.8915   0.8229
  25       0.3567   0.9084   0.8421
  26       0.3524   0.8718   0.8216
  27       0.3489   0.8472   0.7946
  28       0.3125   0.9425   0.8838
  29       0.3032   0.9298   0.8698
  30       0.2967   0.9286   0.8670
  31       0.3002   0.9514   0.8831
  32       0.3008   0.9246   0.8579
  33       0.2973   0.9049   0.8439
  34       0.3018   0.9740   0.9224
  35       0.2863   0.9737   0.9211
  36       0.2815   0.9760   0.9234
  37       0.4027   0.8814   0.7450
  38       0.3999   0.8819   0.7522
  39       0.4043   0.8840   0.7645
  40       0.3603   0.9119   0.7941
  41       0.3652   0.9198   0.7924
  42       0.3601   0.9242   0.8028
  43       0.3439   0.9387   0.8660
  44       0.3479   0.9313   0.8509
  45       0.3324   0.9354   0.8568
  46       0.3270   0.9571   0.8906
  47       0.3174   0.9579   0.8890
  48       0.3132   0.9585   0.8871
  49       0.3117   0.9642   0.9088
  50       0.3046   0.9675   0.9120
  51       0.2996   0.9686   0.9141
  52       0.3072   0.9846   0.9357
  53       0.3107   0.9882   0.9403
  54       0.3044   0.9884   0.9407
  55       0.3886   0.8763   0.7189
  56       0.3805   0.8899   0.7288
  57       0.3852   0.8970   0.7335
  58       0.3646   0.8947   0.7779
  59       0.3684   0.9155   0.7984
  60       0.3670   0.9275   0.8028
  61       0.3446   0.9374   0.8559
  62       0.3473   0.9518   0.8680
  63       0.3427   0.9536   0.8697
  64       0.3415   0.9470   0.8710
  65       0.3287   0.9574   0.8895
  66       0.3255   0.9783   0.9288
  67       0.3158   0.9653   0.9075
  68       0.3330   0.9710   0.9103
  69       0.3152   0.9827   0.9253
  70       0.3157   0.9809   0.9258
  71       0.3188   0.9869   0.9352
  72       0.3208   0.9881   0.9397
