Program:    MAESPA                                                                          
Water balance parameters:Example water balance parameters.                      
                                                                                
Half-hourly water and heat balance components.
wsoil: total soil water storage                       mm
wsoilroot: soil water storage in rooted zone          mm
ppt : precipitation                                   mm
canopystore : storage of intercepted rain             mm
evapstore : evaporation of wet canopy                 mm
drainstore : drainage of wet canopy                   mm
tfall : throughfall of rain                           mm
et : modelled canopy transpiration                    mm
etmeas: measured ET, if provided in input             mm
discharge: drainage at bottom of profile              mm
overflow: over-land flow                              mm
weightedswp: soil water potential weighted by roots  MPa
ktot: soil to leaf hydr. cond.        mmol m-2 s-1 MPa-1
drythick: thickness of dry surface layer              mm
soilevap: soil evaporation                            mm
soilmoist: measured soil water content      (units vary)
fsoil: soil water modifier function                (0-1)
qh: soil sensible heat flux                        W m-2
qe: soil latent heat flux                          W m-2
qn: soil net radiation                             W m-2
qc: soil heat transport                            W m-2
rglobund: net radiation underneath canopy          W m-2
rglobabv: net radiation above canopy               W m-2
radinterc: total radiation intercepted by canopy   W m-2
rnet: net radiation above the canopy               W m-2
totlai: leaf area index                           m2 m-2
tair: air temperature                              deg C
soilt1, soilt2: soil T in 1st and 2nd layer        deg C
fracw1,fracw2: water content 1st and 2nd layer    m3 m-3
FracaPAR: fraction of absorbed PAR
                                                                                
Columns: day hour wsoil wsoilroot ppt canopystore         evapstore drainstore tfall et etmeas discharge overflow  weightedswp ktot drythick soilevap                 soilmoist fsoil qh qe qn qc rglobund                     rglobabv radinterc rnet totlai tair soilt1 soilt2        fracw1 fracw2 fracaPAR
      0      0      388.4601      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000
      1      1      388.4570       194.2270         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0030         0.0000         0.0000         0.0000         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       347.6437       336.3755       126.7084       336.3755        12.1471         7.3168         8.4827         8.4827         0.1942         0.1942         0.0000
      1      2      388.4540       194.2240         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0030         0.0000         0.0000         0.0000         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       346.5910       335.3319       126.3901       335.3319        12.1471         7.1056         8.2984         8.2984         0.1942         0.1942         0.0000
      1      3      388.4510       194.2209         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0030         0.0000         0.0000         0.0000         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       345.5340       334.2916       126.3470       334.2916        12.1471         6.8929         8.1480         8.1480         0.1941         0.1942         0.0000
      1      4      388.4479       194.2179         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0030         0.0000         0.0000         0.0000         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       344.7517       333.5106       126.0637       333.5106        12.1471         6.7355         8.0077         8.0077         0.1941         0.1942         0.0000
      1      5      388.4449       194.2149         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0030         0.0000         0.0000         0.0000         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       344.0006       332.7639       125.8007       332.7639        12.1471         6.5790         7.8687         7.8687         0.1941         0.1942         0.0000
      1      6      388.4419       194.2119         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0030         0.0000         0.0000         0.0000         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       356.9796       345.7291       125.2815       345.7291        12.1471         6.4899         7.7463         7.7463         0.1940         0.1942         0.0000
      1      7      390.5260       196.2960         3.2107         0.7573         0.3663         0.1607         2.0872         0.5083         0.0000         0.0030         0.0000         0.0000         1.9920         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       -45.2290       402.3554       563.1305       385.4005        12.1471         6.6359         7.6979         7.6979         0.2149         0.1942        10.1171
      1      8      390.5696       196.3396         0.0000         0.0133         0.6973         0.0466         0.0466         0.9464         0.0000         0.0030         0.0000         0.0000         1.9975         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000      -662.5294       508.3166      1239.3340       464.4780        12.1471         7.0751         7.8396         7.8396         0.2153         0.1943        10.1966
      1      9      390.5666       196.3366         0.0000         0.0000         0.0133         0.0000         0.0000         1.3831         0.0000         0.0030         0.0000         0.0000         1.9976         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000     -1313.2548       636.8689      1955.5470       561.0562        12.1471         7.7190         8.2171         8.2171         0.2152         0.1944         9.6563
      1     10      390.5636       196.3335         0.0000         0.0000         0.0000         0.0000         0.0000         1.7112         0.0000         0.0030         0.0000         0.0000         1.9976         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000     -1730.9758       753.3649      2447.0295       652.2944        12.1471         8.4408         8.8662         8.8662         0.2151         0.1944         8.8950
      1     11      390.5605       196.3305         0.0000         0.0000         0.0000         0.0000         0.0000         1.9142         0.0000         0.0030         0.0000         0.0000         1.9975         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000     -1926.5121       830.0387      2701.9382       714.7712        12.1471         9.1161         9.8758         9.8758         0.2150         0.1945         8.3846
      1     12      390.5575       196.3275         0.0000         0.0000         0.0000         0.0000         0.0000         2.0255         0.0000         0.0030         0.0000         0.0000         1.9975         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000     -1993.8441       864.4938      2799.1360       743.6978        12.1471         9.6553        10.6129        10.6129         0.2149         0.1946         8.1676
      1     13      390.5545       196.3244         0.0000         0.0000         0.0000         0.0000         0.0000         2.0519         0.0000         0.0030         0.0000         0.0000         1.9975         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000     -1955.4696       850.4918      2756.0710       732.8066        12.1471        10.1003        11.1931        11.1931         0.2148         0.1946         8.2909
      1     14      390.5515       196.3214         0.0000         0.0000         0.0000         0.0000         0.0000         2.0151         0.0000         0.0030         0.0000         0.0000         1.9975         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000     -1856.9286       811.4905      2627.3735       700.9490        12.1471        10.3990        11.6157        11.6157         0.2147         0.1947         8.5584
      1     15      390.5484       196.3184         0.0000         0.0000         0.0000         0.0000         0.0000         1.8313         0.0000         0.0030         0.0000         0.0000         1.9975         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000     -1567.7954       719.8866      2278.6792       628.4121        12.1471        10.4982        11.7530        11.7530         0.2146         0.1948         9.1864
      1     16      390.5454       196.3154         0.0000         0.0000         0.0000         0.0000         0.0000         1.6140         0.0000         0.0030         0.0000         0.0000         1.9975         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000     -1258.7942       627.3082      1895.9225       555.3970        12.1471        10.5000        11.5940        11.5940         0.2145         0.1948        10.0137
      1     17      390.5424       196.3123         0.0000         0.0000         0.0000         0.0000         0.0000         1.2341         0.0000         0.0030         0.0000         0.0000         1.9975         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000      -756.0090       508.5925      1313.4698       464.8929        12.1471        10.2365        11.3242        11.3242         0.2144         0.1949        11.5156
      1     18      390.5393       196.3093         0.0000         0.0000         0.0000         0.0000         0.0000         0.6683         0.0000         0.0030         0.0000         0.0000         1.9975         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       -50.4186       426.2272       602.0616       407.6661        12.1471         9.7440        10.8646        10.8646         0.2143         0.1950         9.7209
      1     19      390.5363       196.3063         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0030         0.0000         0.0000         1.9975         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       357.7369       365.0396       131.6929       346.4786        12.1471         9.2091        10.3776        10.3776         0.2142         0.1950         0.0000
      1     20      390.5333       196.3032         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0030         0.0000         0.0000         1.9975         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       336.8581       344.1430       130.2855       325.5820        12.1471         8.7691         9.9132         9.9132         0.2141         0.1951         0.0000
      1     21      390.5302       196.3002         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0030         0.0000         0.0000         1.9975         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       334.7587       342.0455       128.9037       323.4845        12.1471         8.4448         9.5089         9.5089         0.2140         0.1951         0.0000
      1     22      390.5272       196.2972         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0030         0.0000         0.0000         1.9975         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       333.2744       340.5409       127.8028       321.9799        12.1471         8.1525         9.1809         9.1809         0.2139         0.1952         0.0000
      1     23      390.5242       196.2941         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0030         0.0000         0.0000         1.9975         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       331.6826       338.9617       127.3415       320.4006        12.1471         7.8358         8.9078         8.9078         0.2138         0.1953         0.0000
      1     24      390.5211       196.2911         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0030         0.0000         0.0000         1.9975         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       330.2736       337.5533       126.9400       318.9923        12.1471         7.5553         8.6743         8.6743         0.2137         0.1953         0.0000
