Program:    MAESPA                                                                          
Water balance parameters:Example water balance parameters.                      
                                                                                
Half-hourly water and heat balance components.
wsoil: total soil water storage                       mm
wsoilroot: soil water storage in rooted zone          mm
ppt : precipitation                                   mm
canopystore : storage of intercepted rain             mm
evapstore : evaporation of wet canopy                 mm
drainstore : drainage of wet canopy                   mm
tfall : throughfall of rain                           mm
et : modelled canopy transpiration                    mm
etmeas: measured ET, if provided in input             mm
discharge: drainage at bottom of profile              mm
overflow: over-land flow                              mm
weightedswp: soil water potential weighted by roots  MPa
ktot: soil to leaf hydr. cond.        mmol m-2 s-1 MPa-1
drythick: thickness of dry surface layer              mm
soilevap: soil evaporation                            mm
soilmoist: measured soil water content      (units vary)
fsoil: soil water modifier function                (0-1)
qh: soil sensible heat flux                        W m-2
qe: soil latent heat flux                          W m-2
qn: soil net radiation                             W m-2
qc: soil heat transport                            W m-2
rglobund: net radiation underneath canopy          W m-2
rglobabv: net radiation above canopy               W m-2
radinterc: total radiation intercepted by canopy   W m-2
rnet: net radiation above the canopy               W m-2
totlai: leaf area index                           m2 m-2
tair: air temperature                              deg C
soilt1, soilt2: soil T in 1st and 2nd layer        deg C
fracw1,fracw2: water content 1st and 2nd layer    m3 m-3
FracaPAR: fraction of absorbed PAR
                                                                                
Columns: day hour wsoil wsoilroot ppt canopystore         evapstore drainstore tfall et etmeas discharge overflow  weightedswp ktot drythick soilevap                 soilmoist fsoil qh qe qn qc rglobund                     rglobabv radinterc rnet totlai tair soilt1 soilt2        fracw1 fracw2 fracaPAR
      0      0      388.4601      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000      -999.0000
      1      1      388.4570       194.2270         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0030         0.0000         0.0000         0.0000         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       342.7380       336.3755       176.6855       336.3755        14.8798         7.3168         8.4827         8.4827         0.1942         0.1942         0.0000
      1      2      388.4540       194.2240         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0030         0.0000         0.0000         0.0000         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       341.6891       335.3319       176.6527       335.3319        14.8798         7.1056         8.2984         8.2984         0.1942         0.1942         0.0000
      1      3      388.4510       194.2209         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0030         0.0000         0.0000         0.0000         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       340.6395       334.2916       177.4764       334.2916        14.8798         6.8929         8.1480         8.1480         0.1941         0.1942         0.0000
      1      4      388.4479       194.2179         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0030         0.0000         0.0000         0.0000         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       339.8580       333.5106       177.3486       333.5106        14.8798         6.7355         8.0077         8.0077         0.1941         0.1942         0.0000
      1      5      388.4449       194.2149         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0030         0.0000         0.0000         0.0000         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       339.1086       332.7639       177.2520       332.7639        14.8798         6.5790         7.8687         7.8687         0.1941         0.1942         0.0000
      1      6      388.4419       194.2119         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0030         0.0000         0.0000         0.0000         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       352.0815       345.7291       176.1133       345.7291        14.8798         6.4899         7.7463         7.7463         0.1940         0.1942         0.0000
      1      7      388.4388       194.2088         0.0000         0.0000         0.0000         0.0000         0.0000         0.5489         0.0000         0.0030         0.0000         0.0000         1.9902         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       -51.5008       402.3554       612.8159       386.8467        14.8798         6.6359         7.6979         7.6979         0.1940         0.1942        10.1860
      1      8      388.4358       194.2058         0.0000         0.0000         0.0000         0.0000         0.0000         1.0350         0.0000         0.0030         0.0000         0.0000         1.9902         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000      -692.0770       508.3166      1304.4421       468.3115        14.8798         7.0751         7.8396         7.8396         0.1940         0.1942        10.4468
      1      9      388.4328       194.2028         0.0000         0.0000         0.0000         0.0000         0.0000         1.5019         0.0000         0.0030         0.0000         0.0000         1.9902         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000     -1348.3018       636.8689      2015.8035       567.6183        14.8798         7.7190         8.2171         8.2171         0.1940         0.1942         9.8294
      1     10      388.4297       194.1997         0.0000         0.0000         0.0000         0.0000         0.0000         1.8705         0.0000         0.0030         0.0000         0.0000         1.9902         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000     -1795.2845       753.3649      2531.5510       660.1641        14.8798         8.4408         8.8662         8.8662         0.1939         0.1942         9.1294
      1     11      388.4267       194.1967         0.0000         0.0000         0.0000         0.0000         0.0000         2.1251         0.0000         0.0030         0.0000         0.0000         1.9901         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000     -2044.1646       830.0387      2843.6213       722.5896        14.8798         9.1161         9.8758         9.8758         0.1939         0.1942         8.7525
      1     12      388.4237       194.1937         0.0000         0.0000         0.0000         0.0000         0.0000         2.2638         0.0000         0.0030         0.0000         0.0000         1.9901         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000     -2138.2612       864.4938      2970.4192       751.2032        14.8798         9.6553        10.6129        10.6129         0.1939         0.1942         8.5918
      1     13      388.4207       194.1906         0.0000         0.0000         0.0000         0.0000         0.0000         2.2936         0.0000         0.0030         0.0000         0.0000         1.9901         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000     -2096.2881       850.4918      2927.6858       740.4205        14.8798        10.1003        11.1931        11.1931         0.1938         0.1942         8.7206
      1     14      388.4176       194.1876         0.0000         0.0000         0.0000         0.0000         0.0000         2.2578         0.0000         0.0030         0.0000         0.0000         1.9901         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000     -2001.4838       811.4905      2805.3582       708.8575        14.8798        10.3990        11.6157        11.6157         0.1938         0.1942         9.0403
      1     15      388.4146       194.1846         0.0000         0.0000         0.0000         0.0000         0.0000         2.0476         0.0000         0.0030         0.0000         0.0000         1.9901         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000     -1690.1123       719.8866      2438.4290       635.9105        14.8798        10.4982        11.7530        11.7530         0.1938         0.1942         9.6992
      1     16      388.4116       194.1815         0.0000         0.0000         0.0000         0.0000         0.0000         1.8115         0.0000         0.0030         0.0000         0.0000         1.9901         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000     -1382.4053       627.3082      2053.2629       561.8015        14.8798        10.5000        11.5940        11.5940         0.1938         0.1942        10.6882
      1     17      388.4086       194.1785         0.0000         0.0000         0.0000         0.0000         0.0000         1.3615         0.0000         0.0030         0.0000         0.0000         1.9900         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000      -821.0038       508.5925      1412.7649       468.7438        14.8798        10.2365        11.3242        11.3242         0.1937         0.1942        12.0793
      1     18      388.4055       194.1755         0.0000         0.0000         0.0000         0.0000         0.0000         0.7196         0.0000         0.0030         0.0000         0.0000         1.9900         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       -59.0255       426.2272       658.4450       409.2620        14.8798         9.7440        10.8646        10.8646         0.1937         0.1942         9.8450
      1     19      388.4025       194.1725         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0000         0.0030         0.0000         0.0000         1.9900         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       354.4312       365.0396       183.1768       348.0745        14.8798         9.2091        10.3776        10.3776         0.1937         0.1942         0.0000
      1     20      390.5844       196.3544         3.2107         0.8968         0.1289         0.2586         2.1850         0.0000         0.0000         0.0030         0.0000         0.0000         1.9900         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       333.5449       344.1430       181.0109       327.1778        14.8798         8.7691         9.9132         9.9132         0.2155         0.1942         0.0000
      1     21      390.7079       196.4779         0.0000         0.0868         0.6834         0.1265         0.1265         0.0000         0.0000         0.0030         0.0000         0.0000         1.9900         0.0100        -0.0000         0.3040         1.0000         0.0000         0.0000         0.0000         0.0000       331.4461       342.0455       178.0567       325.0804        14.8798         8.4448         9.5089         9.5089         0.2166         0.1943         0.0000
