"","H","V","L","F","fla","Tree","name","absPAR","absNIR","absTherm","totPs","netPs","totRf","totLE1","totLE2","totH"
"80",15,0.1,2.916,1.35,0.5,666,"H15_V0.1_L2.916_F1.35_fla0.5",2.74533333333333,0.657533333333333,0.363866666666667,0.2299,0.216766666666667,0.0131,12.2131333333333,1.19603333333333,2.97976666666667
"81",15,0.1,2.916,1.35,1,666,"H15_V0.1_L2.916_F1.35_fla1",5.459,1.30846666666667,0.727733333333333,0.4591,0.432866666666667,0.0262,24.3983333333333,2.39023333333333,5.92263333333333
"82",15,0.1,2.916,1.35,10,666,"H15_V0.1_L2.916_F1.35_fla10",49.3092333333333,12.1195,7.99726666666667,4.4732,4.211,0.2622,239.448233333333,23.474,53.6845333333333
"83",15,0.1,2.916,1.35,20,666,"H15_V0.1_L2.916_F1.35_fla20",88.4566,22.4622333333333,16.8216666666667,8.67666666666667,8.15226666666667,0.5244,470.1413,45.6829,96.4604333333333
"84",15,0.1,2.916,1.35,40,666,"H15_V0.1_L2.916_F1.35_fla40",144.802233333333,38.9162666666667,36.2706,16.2543333333333,15.2055333333333,1.0488,900.585666666667,85.2869,158.512466666667
"85",15,0.1,2.916,1.5,0.1,666,"H15_V0.1_L2.916_F1.5_fla0.1",0.5552,0.133066666666667,0.0724,0.0461,0.0435,0.0026,2.4576,0.2397,0.602833333333333
"86",15,0.1,2.916,1.5,0.5,666,"H15_V0.1_L2.916_F1.5_fla0.5",2.76306666666667,0.6627,0.3619,0.230266666666667,0.2171,0.0131,12.2766,1.19793333333333,2.99916666666667
"87",15,0.1,2.916,1.5,1,666,"H15_V0.1_L2.916_F1.5_fla1",5.49433333333333,1.3188,0.7238,0.459866666666667,0.4336,0.0262,24.5246,2.394,5.96113333333333
"88",15,0.1,2.916,1.5,10,666,"H15_V0.1_L2.916_F1.5_fla10",49.6261666666667,12.2200666666667,7.9456,4.48133333333333,4.21913333333333,0.2622,240.532366666667,23.5200333333333,54.0329333333333
"89",15,0.1,2.916,1.5,20,666,"H15_V0.1_L2.916_F1.5_fla20",89.0397666666667,22.6393,16.7342333333333,8.6948,8.1704,0.5244,472.243533333333,45.7908666666667,97.0912333333333
"90",15,0.1,2.916,1.5,40,666,"H15_V0.1_L2.916_F1.5_fla40",145.762066666667,39.2339333333333,36.0330333333333,16.2973,15.2484666666667,1.0488,904.064433333333,85.5426666666667,159.526433333333
"91",15,0.1,2.916,1.6,0.1,666,"H15_V0.1_L2.916_F1.6_fla0.1",0.5553,0.1331,0.0724,0.0461,0.0435,0.0026,2.4618,0.2397,0.602766666666667
"92",15,0.1,2.916,1.6,0.5,666,"H15_V0.1_L2.916_F1.6_fla0.5",2.7635,0.6628,0.3619,0.2303,0.2171,0.0131,12.2974,1.198,2.99876666666667
"93",15,0.1,2.916,1.6,1,666,"H15_V0.1_L2.916_F1.6_fla1",5.4952,1.319,0.7238,0.4599,0.4336,0.0262,24.566,2.3941,5.9603
