H,V,L,F,fla,Tree,name,absPAR,absNIR,absTherm,totPs,netPs,totRf,totLE1,totLE2,totH
15,0.1,1.521,0.01,0.1,351,H15_V0.1_L1.521_F0.01_fla0.1,0.3108666666666667,0.0813,0.09206666666666666,0.03846666666666667,0.035833333333333335,0.0026,2.731133333333333,0.10493333333333334,0.3066333333333333
15,0.1,1.521,0.15,0.1,351,H15_V0.1_L1.521_F0.15_fla0.1,0.3226333333333333,0.08343333333333333,0.09253333333333333,0.0389,0.03626666666666667,0.0026,2.7663,0.10603333333333333,0.31906666666666667
15,0.1,1.521,0.25,0.1,351,H15_V0.1_L1.521_F0.25_fla0.1,0.33113333333333334,0.08493333333333333,0.09283333333333334,0.039266666666666665,0.03663333333333333,0.0026,2.7832,0.10693333333333332,0.32846666666666663
15,0.1,1.521,0.4,0.1,351,H15_V0.1_L1.521_F0.4_fla0.1,0.3423,0.0872,0.0929,0.0398,0.03716666666666667,0.0026,2.8137333333333334,0.10836666666666667,0.34056666666666663
15,0.1,1.521,0.5,0.1,351,H15_V0.1_L1.521_F0.5_fla0.1,0.3504333333333333,0.08886666666666666,0.0929,0.04013333333333333,0.037533333333333335,0.0026,2.8518333333333334,0.10933333333333334,0.3486666666666666
15,0.1,1.521,0.65,0.1,351,H15_V0.1_L1.521_F0.65_fla0.1,0.3706666666666667,0.09303333333333333,0.0929,0.040933333333333335,0.0383,0.0026,2.9330666666666665,0.1114,0.3695
15,0.1,1.521,0.75,0.1,351,H15_V0.1_L1.521_F0.75_fla0.1,0.3887,0.0963,0.08446666666666666,0.04156666666666667,0.038933333333333334,0.0026,2.9888666666666666,0.11306666666666666,0.3827333333333333
15,0.1,1.521,0.85,0.1,351,H15_V0.1_L1.521_F0.85_fla0.1,0.41803333333333337,0.10149999999999999,0.07356666666666667,0.04253333333333333,0.0399,0.0026,3.0917,0.11560000000000001,0.40546666666666664
15,0.1,1.521,0.95,0.1,351,H15_V0.1_L1.521_F0.95_fla0.1,0.45740000000000003,0.109,0.07563333333333333,0.043666666666666666,0.04106666666666667,0.0026,3.2179333333333333,0.11866666666666667,0.4478
15,0.1,1.521,1,0.1,351,H15_V0.1_L1.521_F1_fla0.1,0.48,0.11343333333333333,0.077,0.04426666666666667,0.041666666666666664,0.0026,3.2739,0.12023333333333333,0.4731
15,0.1,1.521,1.05,0.1,351,H15_V0.1_L1.521_F1.05_fla0.1,0.5001666666666666,0.11743333333333333,0.07736666666666667,0.044833333333333336,0.042166666666666665,0.0026,3.3143,0.12166666666666667,0.4957
15,0.1,1.521,1.15,0.1,351,H15_V0.1_L1.521_F1.15_fla0.1,0.5338333333333333,0.12426666666666666,0.0777,0.04563333333333333,0.043,0.0026,3.3636333333333335,0.1238,0.5341333333333333
15,0.1,1.521,1.25,0.1,351,H15_V0.1_L1.521_F1.25_fla0.1,0.5483666666666667,0.1296,0.07496666666666667,0.046,0.0433,0.0026,3.380733333333333,0.12466666666666668,0.5523666666666667
15,0.1,1.521,1.35,0.1,351,H15_V0.1_L1.521_F1.35_fla0.1,0.5551666666666667,0.1312,0.0748,0.0461,0.0435,0.0026,3.3987666666666665,0.125,0.5598
15,0.1,1.521,1.5,0.1,351,H15_V0.1_L1.521_F1.5_fla0.1,0.5576333333333333,0.1317,0.0748,0.0461,0.0435,0.0026,3.4162,0.12513333333333332,0.5620333333333334
15,0.1,1.521,1.6,0.1,351,H15_V0.1_L1.521_F1.6_fla0.1,0.5578,0.1317,0.0748,0.0461,0.0435,0.0026,3.423566666666667,0.1252,0.5619333333333334
15,0.1,1.521,1.75,0.1,351,H15_V0.1_L1.521_F1.75_fla0.1,0.5578,0.1317,0.0748,0.0461,0.0435,0.0026,3.4288333333333334,0.1252,0.5617
15,0.1,1.521,1.85,0.1,351,H15_V0.1_L1.521_F1.85_fla0.1,0.5578,0.1317,0.0748,0.0461,0.0435,0.0026,3.4319333333333333,0.1252,0.5615333333333333
15,0.1,1.521,1.99,0.1,351,H15_V0.1_L1.521_F1.99_fla0.1,0.5578,0.1317,0.0748,0.0461,0.0435,0.0026,3.4348,0.1252,0.5614333333333333
15,0.1,2.916,0.01,0.1,666,H15_V0.1_L2.916_F0.01_fla0.1,0.23033333333333333,0.06576666666666667,0.10433333333333333,0.033800000000000004,0.03116666666666667,0.0026,1.7069333333333334,0.177,0.26453333333333334
15,0.1,2.916,0.15,0.1,666,H15_V0.1_L2.916_F0.15_fla0.1,0.23376666666666668,0.06656666666666666,0.1042,0.03403333333333333,0.031433333333333334,0.0026,1.7081666666666666,0.17830000000000001,0.26863333333333334
15,0.1,2.916,0.25,0.1,666,H15_V0.1_L2.916_F0.25_fla0.1,0.23393333333333333,0.06656666666666666,0.10413333333333334,0.03403333333333333,0.031433333333333334,0.0026,1.7111999999999998,0.17833333333333334,0.26863333333333334
15,0.1,2.916,0.4,0.1,666,H15_V0.1_L2.916_F0.4_fla0.1,0.23753333333333335,0.0672,0.1044,0.03426666666666667,0.03163333333333333,0.0026,1.7376333333333334,0.17959999999999998,0.27186666666666665
15,0.1,2.916,0.5,0.1,666,H15_V0.1_L2.916_F0.5_fla0.1,0.24393333333333334,0.0684,0.10456666666666667,0.034633333333333335,0.03203333333333333,0.0026,1.7720666666666667,0.18153333333333332,0.27793333333333337
15,0.1,2.916,0.65,0.1,666,H15_V0.1_L2.916_F0.65_fla0.1,0.26763333333333333,0.07286666666666666,0.10136666666666666,0.03593333333333333,0.03333333333333333,0.0026,1.8714666666666666,0.18813333333333335,0.29946666666666666
15,0.1,2.916,0.75,0.1,666,H15_V0.1_L2.916_F0.75_fla0.1,0.2947,0.07866666666666666,0.09143333333333334,0.037333333333333336,0.0347,0.0026,1.9768000000000001,0.19513333333333335,0.32130000000000003
15,0.1,2.916,0.85,0.1,666,H15_V0.1_L2.916_F0.85_fla0.1,0.3383,0.08696666666666666,0.0891,0.03933333333333333,0.036699999999999997,0.0026,2.1153,0.20533333333333334,0.36533333333333334
15,0.1,2.916,0.95,0.1,666,H15_V0.1_L2.916_F0.95_fla0.1,0.39326666666666665,0.0982,0.08643333333333333,0.041466666666666666,0.03886666666666667,0.0026,2.2407333333333335,0.21633333333333332,0.4241666666666667
15,0.1,2.916,1,0.1,666,H15_V0.1_L2.916_F1_fla0.1,0.42433333333333334,0.10456666666666667,0.0831,0.04256666666666666,0.039900000000000005,0.0026,2.2983333333333333,0.22173333333333334,0.45686666666666664
15,0.1,2.916,1.05,0.1,666,H15_V0.1_L2.916_F1.05_fla0.1,0.4542333333333333,0.11083333333333333,0.08063333333333333,0.04346666666666667,0.04083333333333333,0.0026,2.344666666666667,0.22646666666666668,0.48946666666666666
15,0.1,2.916,1.15,0.1,666,H15_V0.1_L2.916_F1.15_fla0.1,0.5068333333333334,0.1213,0.07586666666666667,0.04493333333333333,0.042333333333333334,0.0026,2.4073666666666664,0.2339,0.5466
15,0.1,2.916,1.25,0.1,666,H15_V0.1_L2.916_F1.25_fla0.1,0.5378333333333334,0.12866666666666668,0.0735,0.045733333333333334,0.0431,0.0026,2.4317333333333333,0.23783333333333334,0.5826333333333333
15,0.1,2.916,1.35,0.1,666,H15_V0.1_L2.916_F1.35_fla0.1,0.5516666666666666,0.13203333333333334,0.0728,0.046033333333333336,0.0434,0.0026,2.444866666666667,0.23936666666666667,0.5989333333333333
